Id_Tabla,Levdireccion,Levdirnum,Levpropietario,Levtelefono,Lev_Sticker,Levnombreestablecimiento,DistanciaEnMetros,Match
75399,89%,88%,50%,0%,0%,47%,30,0
75400,55%,69%,44%,0%,0%,72%,28,0
75401,81%,81%,39%,0%,0%,58%,30,0
75402,73%,69%,39%,0%,0%,58%,33,0
75403,88%,81%,47%,0%,0%,54%,11,0
75404,76%,88%,36%,0%,0%,68%,23,0
75405,79%,88%,44%,0%,0%,43%,13,0
75406,74%,83%,54%,0%,0%,0%,35,0
75407,61%,63%,58%,0%,0%,40%,22,0
75408,63%,94%,50%,0%,0%,47%,44,0
75409,59%,57%,0%,0%,0%,34%,31,0
75410,59%,57%,40%,0%,0%,49%,31,0
75411,90%,86%,43%,0%,0%,43%,11,0
75412,90%,86%,44%,0%,0%,33%,5,0
75413,83%,88%,42%,0%,0%,32%,8,0
75414,82%,88%,47%,0%,0%,45%,12,0
75415,78%,78%,47%,0%,0%,35%,34,0
75416,58%,69%,47%,0%,0%,39%,29,0
75417,75%,72%,39%,0%,0%,50%,35,0
75418,82%,78%,40%,0%,0%,45%,41,0
75419,91%,90%,39%,0%,0%,50%,13,0
75420,82%,83%,39%,0%,0%,42%,33,0
75421,88%,80%,39%,0%,0%,46%,38,0
75422,67%,65%,39%,0%,0%,45%,44,0
75423,58%,61%,39%,0%,0%,50%,13,0
75424,58%,61%,38%,0%,0%,64%,18,0
75425,81%,85%,44%,0%,0%,51%,37,0
75426,82%,78%,36%,0%,0%,50%,2,0
75427,82%,83%,42%,0%,0%,50%,37,0
75428,64%,62%,39%,0%,0%,40%,33,0
75429,73%,69%,43%,0%,0%,57%,42,0
75430,65%,69%,45%,0%,0%,57%,34,0
75431,81%,85%,45%,0%,0%,56%,15,0
75432,56%,62%,36%,0%,0%,55%,21,0
75433,81%,85%,41%,0%,0%,50%,38,0
75434,56%,62%,37%,0%,0%,56%,38,0
75435,88%,88%,39%,0%,0%,0%,39,0
75436,79%,83%,47%,0%,0%,0%,42,0
75437,90%,88%,38%,0%,0%,0%,28,0
75438,87%,81%,45%,0%,0%,,30,0
75439,78%,82%,43%,0%,0%,0%,39,0
75440,81%,88%,38%,0%,0%,0%,39,0
75441,88%,88%,53%,0%,0%,0%,34,0
75442,87%,81%,54%,0%,0%,0%,32,0
75443,76%,91%,58%,0%,0%,53%,,0
75444,78%,95%,46%,0%,0%,41%,,0
75445,78%,96%,49%,0%,0%,53%,,0
75446,76%,87%,46%,0%,0%,46%,,0
75447,76%,87%,46%,0%,0%,42%,,0
75448,78%,91%,46%,0%,0%,53%,,0
75449,76%,91%,50%,0%,0%,0%,,0
75450,82%,95%,46%,0%,0%,57%,,0
75451,80%,91%,51%,0%,0%,50%,,0
75452,80%,90%,49%,0%,0%,55%,,0
75453,74%,90%,53%,0%,0%,57%,,0
75454,96%,89%,50%,0%,0%,48%,,0
75455,82%,81%,51%,0%,0%,53%,26,0
75456,93%,88%,46%,0%,0%,43%,21,0
75457,97%,94%,53%,0%,0%,56%,13,0
75458,80%,78%,46%,0%,0%,46%,30,0
75459,78%,78%,38%,0%,0%,0%,30,0
75460,83%,83%,4%,0%,0%,40%,25,0
75461,80%,78%,46%,0%,0%,59%,39,0
75462,80%,84%,53%,0%,0%,59%,36,0
75463,61%,71%,58%,0%,0%,38%,16,0
75464,97%,88%,52%,0%,0%,60%,21,0
75465,81%,79%,62%,0%,0%,50%,19,0
75466,84%,84%,52%,0%,0%,48%,14,0
75467,94%,82%,59%,0%,0%,55%,25,0
75468,80%,89%,59%,0%,0%,54%,23,0
75469,60%,72%,55%,0%,0%,56%,20,0
75470,62%,72%,48%,0%,0%,56%,27,0
75471,62%,72%,52%,0%,0%,56%,16,0
75472,81%,85%,53%,0%,0%,64%,11,0
75473,86%,89%,55%,0%,0%,46%,23,0
75474,73%,75%,48%,0%,0%,44%,24,0
75475,83%,83%,53%,0%,0%,56%,37,0
75476,81%,85%,50%,0%,0%,76%,18,0
75477,64%,59%,48%,0%,0%,37%,41,0
75478,55%,68%,48%,0%,0%,47%,38,0
75479,55%,68%,48%,0%,0%,59%,38,0
75480,94%,88%,46%,0%,0%,59%,27,0
75481,75%,68%,50%,0%,0%,51%,43,0
75482,82%,76%,56%,0%,0%,35%,45,0
75483,73%,75%,56%,0%,0%,18%,35,0
75484,94%,89%,52%,0%,0%,36%,5,0
75485,94%,89%,57%,0%,0%,27%,4,0
75486,94%,89%,54%,0%,0%,31%,23,0
75487,82%,76%,57%,0%,0%,36%,24,0
75488,81%,79%,52%,0%,0%,27%,24,0
75489,88%,89%,52%,0%,0%,25%,10,0
75490,58%,71%,52%,0%,0%,36%,24,0
75491,94%,89%,35%,0%,0%,50%,39,0
75492,78%,84%,60%,0%,0%,36%,,0
75493,60%,69%,60%,0%,0%,18%,10,0
75494,90%,81%,60%,0%,0%,29%,43,0
75495,100%,100%,50%,0%,0%,29%,,0
75496,81%,91%,45%,0%,0%,59%,18,0
75497,80%,86%,51%,0%,0%,0%,13,0
75498,82%,91%,49%,0%,0%,39%,13,0
75499,79%,86%,54%,0%,0%,39%,13,0
75500,79%,86%,49%,0%,0%,39%,13,0
75501,78%,81%,45%,0%,0%,39%,39,0
75502,82%,86%,56%,0%,0%,0%,44,0
75503,79%,79%,45%,0%,0%,39%,19,0
75504,79%,84%,49%,0%,0%,39%,44,0
75505,86%,94%,49%,0%,0%,38%,14,0
75506,86%,94%,53%,0%,0%,33%,14,0
75507,71%,67%,40%,0%,0%,36%,41,0
75508,67%,58%,43%,0%,0%,52%,24,0
75509,71%,67%,49%,0%,0%,50%,30,0
75510,79%,85%,42%,0%,0%,57%,,0
75511,79%,84%,42%,0%,0%,44%,,0
75512,79%,85%,40%,0%,0%,36%,,0
75513,79%,85%,46%,0%,0%,42%,,0
75514,78%,83%,43%,0%,0%,37%,29,0
75515,80%,81%,41%,0%,0%,50%,42,0
75516,67%,81%,38%,0%,0%,50%,43,0
75517,84%,94%,45%,0%,0%,33%,37,0
75518,91%,88%,50%,0%,0%,52%,24,0
75519,91%,87%,50%,0%,0%,54%,37,0
75520,94%,88%,44%,0%,0%,52%,27,0
75521,86%,88%,42%,0%,0%,48%,38,0
75522,79%,78%,42%,0%,0%,50%,17,0
75523,79%,88%,45%,0%,0%,48%,22,0
75524,69%,81%,45%,0%,0%,58%,42,0
75525,61%,69%,57%,0%,0%,38%,37,0
75526,88%,88%,44%,0%,0%,50%,8,0
75527,85%,88%,51%,0%,0%,50%,14,0
75528,67%,63%,45%,0%,0%,38%,29,0
75529,67%,63%,44%,0%,0%,38%,43,0
75530,61%,75%,41%,0%,0%,26%,36,0
75531,78%,94%,41%,0%,0%,36%,18,0
75532,51%,67%,63%,0%,0%,26%,21,0
75533,59%,69%,41%,0%,0%,56%,18,0
75534,59%,69%,41%,0%,0%,58%,18,0
75535,56%,63%,41%,0%,0%,26%,12,0
75536,61%,69%,51%,0%,0%,41%,15,0
75537,61%,69%,58%,0%,0%,41%,11,0
75538,95%,94%,43%,0%,0%,54%,39,0
75539,92%,88%,49%,0%,0%,41%,33,0
75540,92%,88%,50%,0%,0%,53%,20,0
75541,76%,79%,55%,0%,0%,42%,12,0
75542,59%,56%,53%,0%,0%,53%,30,0
75543,78%,79%,53%,0%,0%,53%,11,0
75544,74%,79%,55%,0%,0%,50%,44,0
75545,79%,64%,61%,0%,0%,50%,36,0
75546,81%,81%,45%,0%,0%,46%,11,0
75547,71%,78%,45%,0%,0%,55%,14,0
75548,89%,88%,45%,0%,0%,55%,10,0
75549,89%,88%,45%,0%,0%,55%,27,0
75550,78%,78%,40%,0%,0%,55%,27,0
75551,71%,100%,40%,0%,0%,55%,6,0
75552,58%,63%,45%,0%,0%,61%,29,0
75553,83%,89%,58%,0%,100%,54%,39,0
75554,92%,94%,48%,0%,0%,42%,36,0
75555,84%,78%,53%,0%,0%,45%,16,0
75556,61%,57%,49%,0%,0%,50%,21,0
75557,61%,57%,53%,0%,0%,52%,15,0
75558,61%,57%,54%,0%,0%,63%,8,0
75559,87%,86%,53%,0%,0%,43%,37,0
75560,79%,88%,53%,0%,0%,55%,,0
75561,81%,88%,53%,0%,0%,0%,,0
75562,81%,88%,53%,0%,0%,56%,,0
75563,91%,93%,51%,0%,0%,55%,34,0
75564,57%,63%,59%,0%,0%,55%,8,0
75565,74%,72%,47%,0%,100%,50%,19,0
75566,55%,63%,50%,0%,0%,33%,43,0
75567,75%,81%,49%,0%,0%,26%,38,0
75568,73%,88%,60%,0%,0%,44%,24,0
75569,59%,56%,0%,0%,0%,50%,29,0
75570,78%,86%,49%,0%,0%,53%,39,0
75571,84%,86%,47%,0%,0%,60%,34,0
75572,87%,86%,47%,0%,0%,60%,40,0
75573,67%,64%,42%,0%,0%,60%,40,0
75574,67%,57%,47%,0%,0%,60%,24,0
75575,100%,100%,49%,0%,0%,53%,29,0
75576,81%,86%,38%,0%,0%,44%,11,0
75577,74%,75%,51%,0%,0%,44%,12,0
75578,93%,85%,46%,0%,0%,50%,8,0
75579,87%,86%,52%,0%,0%,57%,40,0
75580,59%,57%,50%,0%,0%,44%,40,0
75581,68%,85%,45%,0%,0%,44%,26,0
75582,93%,86%,41%,0%,0%,44%,5,0
75583,79%,75%,41%,0%,0%,57%,18,0
75584,87%,86%,51%,0%,0%,56%,44,0
75585,64%,53%,52%,0%,0%,57%,35,0
75586,55%,53%,39%,0%,0%,45%,32,0
75587,64%,53%,43%,0%,0%,45%,18,0
75588,81%,82%,38%,0%,0%,68%,,0
75589,91%,80%,39%,0%,0%,58%,10,0
75590,74%,71%,45%,0%,0%,54%,10,0
75591,91%,87%,55%,0%,0%,60%,21,0
75592,74%,76%,39%,0%,0%,59%,16,0
75593,74%,71%,51%,0%,0%,50%,20,0
75594,72%,76%,57%,0%,0%,45%,44,0
75595,72%,76%,45%,0%,0%,45%,44,0
75596,64%,60%,45%,0%,0%,42%,33,0
75597,82%,80%,41%,0%,0%,54%,10,0
75598,64%,53%,49%,0%,0%,56%,9,0
75599,74%,71%,37%,0%,0%,62%,14,0
75600,74%,71%,39%,0%,0%,42%,20,0
75601,91%,80%,39%,0%,0%,56%,20,0
75602,76%,82%,41%,0%,0%,45%,43,0
75603,78%,75%,39%,0%,0%,38%,44,0
75604,59%,57%,52%,0%,0%,100%,20,0
75605,59%,56%,30%,0%,0%,33%,9,0
75606,67%,64%,42%,0%,0%,54%,33,0
75607,63%,64%,44%,0%,0%,51%,23,0
75608,40%,61%,37%,0%,0%,37%,27,0
75609,65%,78%,44%,0%,0%,44%,15,0
75610,52%,63%,53%,0%,0%,53%,41,0
75611,59%,88%,45%,0%,0%,43%,,0
75612,89%,91%,38%,0%,0%,33%,,0
75613,83%,92%,47%,0%,100%,40%,21,0
75614,79%,92%,44%,0%,0%,33%,,0
75615,77%,85%,49%,0%,0%,43%,,0
75616,61%,59%,36%,0%,0%,56%,39,0
75617,86%,80%,45%,0%,0%,56%,23,0
75618,86%,80%,45%,0%,0%,41%,3,0
75619,61%,75%,58%,0%,0%,39%,14,0
75620,64%,63%,48%,0%,0%,56%,33,0
75621,63%,61%,60%,0%,0%,6%,22,0
75622,61%,61%,55%,0%,0%,56%,9,0
75623,58%,69%,0%,0%,0%,32%,27,0
75624,76%,72%,43%,0%,0%,46%,43,0
75625,91%,88%,37%,0%,0%,43%,13,0
75626,91%,88%,43%,0%,0%,46%,18,0
75627,61%,69%,48%,0%,0%,31%,37,0
75628,88%,81%,43%,0%,0%,46%,43,0
75629,91%,88%,43%,0%,0%,35%,17,0
75630,91%,88%,42%,0%,0%,46%,33,0
75631,93%,94%,0%,0%,0%,26%,25,0
75632,93%,89%,44%,0%,0%,37%,14,0
75633,93%,89%,59%,0%,0%,37%,3,0
75634,61%,56%,50%,0%,0%,37%,42,0
75635,93%,94%,40%,0%,0%,46%,44,0
75636,89%,89%,40%,0%,0%,37%,32,0
75637,60%,69%,55%,0%,0%,53%,15,0
75638,59%,63%,44%,0%,0%,45%,31,0
75639,61%,52%,56%,0%,0%,53%,34,0
75640,93%,88%,48%,0%,0%,53%,28,0
75641,93%,88%,50%,0%,0%,53%,21,0
75642,90%,81%,56%,0%,0%,47%,21,0
75643,93%,88%,53%,0%,0%,53%,5,0
75644,80%,78%,50%,0%,0%,50%,42,0
75645,75%,75%,44%,0%,0%,54%,12,0
75646,63%,75%,41%,0%,0%,75%,9,0
75647,74%,69%,44%,0%,0%,54%,13,0
75648,91%,86%,49%,0%,0%,52%,33,0
75649,83%,79%,50%,0%,0%,55%,45,0
75650,93%,87%,46%,0%,0%,0%,8,0
75651,97%,93%,56%,0%,0%,50%,44,0
75652,76%,75%,44%,0%,0%,41%,38,0
75653,59%,60%,53%,0%,0%,68%,41,0
75654,89%,88%,57%,0%,0%,46%,13,0
75655,65%,81%,36%,0%,0%,44%,25,0
75656,68%,69%,51%,0%,0%,50%,22,0
75657,58%,63%,48%,0%,0%,50%,14,0
75658,58%,63%,39%,0%,0%,50%,44,0
75659,66%,63%,48%,0%,0%,41%,20,0
75660,63%,94%,48%,0%,0%,50%,9,0
75661,83%,88%,48%,0%,0%,56%,42,0
75662,77%,81%,41%,0%,0%,50%,4,0
75663,61%,67%,34%,0%,0%,50%,38,0
75664,58%,67%,48%,0%,0%,48%,24,0
75665,69%,72%,47%,0%,100%,50%,11,0
75666,82%,88%,49%,0%,0%,50%,20,0
75667,82%,78%,54%,0%,0%,53%,20,0
75668,87%,89%,47%,0%,0%,50%,1,0
75669,88%,82%,39%,0%,0%,50%,1,0
75670,67%,75%,46%,0%,0%,50%,12,0
75671,58%,69%,44%,0%,0%,50%,31,0
75672,80%,88%,47%,0%,0%,50%,26,0
75673,83%,89%,36%,0%,0%,50%,,0
75674,84%,88%,55%,0%,0%,50%,21,0
75675,83%,78%,41%,0%,0%,0%,21,0
75676,67%,75%,49%,0%,0%,42%,37,0
75677,83%,71%,52%,0%,0%,50%,24,0
75678,57%,93%,48%,0%,0%,36%,24,0
75679,68%,75%,48%,0%,0%,57%,27,0
75680,85%,85%,58%,0%,0%,58%,23,0
75681,50%,61%,61%,0%,0%,50%,44,0
75682,45%,63%,52%,0%,0%,46%,38,0
75683,80%,88%,60%,0%,0%,45%,12,0
75684,58%,63%,57%,0%,0%,45%,13,0
75685,78%,100%,51%,0%,0%,7%,4,0
75686,74%,88%,42%,0%,0%,54%,28,0
75687,95%,88%,52%,0%,0%,48%,21,0
75688,95%,88%,48%,0%,0%,48%,30,0
75689,95%,88%,56%,0%,0%,43%,13,0
75690,84%,78%,64%,0%,0%,40%,30,0
75691,95%,88%,56%,0%,0%,54%,24,0
75692,95%,88%,59%,0%,0%,48%,16,0
75693,95%,88%,59%,0%,0%,60%,35,0
75694,85%,88%,0%,0%,0%,60%,31,0
75695,92%,88%,44%,0%,0%,44%,13,0
75696,66%,63%,50%,0%,0%,46%,14,0
75697,62%,63%,48%,0%,0%,46%,26,0
75698,80%,88%,48%,0%,0%,45%,16,0
75699,73%,60%,52%,0%,0%,57%,31,0
75700,58%,67%,58%,0%,0%,53%,38,0
75701,86%,80%,56%,0%,0%,53%,44,0
75702,60%,53%,56%,0%,0%,53%,27,0
75703,79%,84%,51%,0%,0%,50%,15,0
75704,74%,74%,47%,0%,0%,48%,43,0
75705,54%,67%,67%,0%,0%,56%,28,0
75706,71%,88%,51%,0%,0%,40%,31,0
75707,96%,86%,53%,0%,0%,33%,14,0
75708,66%,72%,40%,0%,0%,53%,42,0
75709,61%,69%,40%,0%,0%,42%,37,0
75710,79%,83%,51%,0%,0%,53%,21,0
75711,83%,88%,51%,0%,0%,36%,33,0
75712,63%,61%,50%,0%,0%,49%,28,0
75713,72%,88%,46%,0%,0%,42%,27,0
75714,90%,86%,48%,0%,0%,48%,,0
75715,88%,81%,50%,0%,0%,48%,41,0
75716,57%,63%,48%,0%,0%,59%,24,0
75717,90%,77%,44%,0%,0%,43%,13,0
75718,78%,85%,45%,0%,0%,45%,39,0
75719,87%,77%,51%,0%,0%,27%,36,0
75720,87%,77%,44%,0%,0%,35%,37,0
75721,83%,80%,50%,0%,0%,45%,1,0
75722,74%,69%,41%,0%,0%,50%,42,0
75723,58%,69%,51%,0%,0%,46%,34,0
75724,58%,62%,45%,0%,0%,30%,29,0
75725,86%,89%,47%,0%,0%,37%,39,0
75726,97%,94%,0%,0%,0%,71%,13,0
75727,90%,81%,50%,0%,0%,4%,36,0
75728,80%,78%,50%,0%,0%,51%,40,0
75729,77%,93%,54%,0%,0%,32%,21,0
75730,62%,60%,43%,0%,0%,50%,12,0
75731,71%,71%,43%,0%,0%,53%,10,0
75732,61%,64%,38%,0%,0%,40%,35,0
75733,91%,88%,47%,0%,0%,50%,39,0
75734,78%,80%,43%,0%,0%,52%,24,0
75735,78%,80%,51%,0%,0%,65%,42,0
75736,90%,86%,53%,0%,0%,53%,42,0
75737,81%,85%,43%,0%,0%,40%,43,0
75738,78%,80%,53%,0%,0%,47%,27,0
75739,81%,80%,43%,0%,0%,55%,16,0
75740,78%,80%,43%,0%,0%,41%,40,0
75741,86%,80%,43%,0%,0%,38%,25,0
75742,75%,87%,49%,0%,0%,33%,8,0
75743,75%,80%,50%,0%,0%,43%,19,0
75744,71%,71%,43%,0%,0%,50%,16,0
75745,75%,87%,50%,0%,0%,28%,21,0
75746,70%,71%,42%,0%,0%,50%,40,0
75747,75%,80%,43%,0%,0%,28%,35,0
75748,69%,60%,53%,0%,0%,50%,35,0
75749,75%,87%,50%,0%,0%,35%,39,0
75750,75%,80%,43%,0%,0%,64%,15,0
75751,75%,80%,48%,0%,0%,50%,16,0
75752,79%,89%,51%,0%,0%,50%,37,0
75753,94%,89%,51%,0%,0%,47%,24,0
75754,57%,61%,51%,0%,0%,53%,45,0
75755,79%,89%,58%,0%,0%,53%,22,0
75756,57%,61%,51%,0%,0%,40%,43,0
75757,64%,61%,43%,0%,0%,67%,5,0
75758,64%,61%,53%,0%,0%,50%,37,0
75759,83%,88%,43%,0%,0%,56%,5,0
75760,77%,88%,43%,0%,0%,50%,30,0
75761,57%,61%,56%,0%,0%,41%,41,0
75762,91%,88%,53%,0%,0%,58%,12,0
75763,79%,78%,46%,0%,0%,27%,15,0
75764,79%,78%,49%,0%,0%,58%,21,0
75765,81%,88%,46%,0%,0%,58%,10,0
75766,73%,65%,64%,0%,0%,55%,28,0
75767,77%,83%,49%,0%,0%,54%,,0
75768,70%,83%,45%,0%,0%,59%,34,0
75769,66%,65%,49%,0%,0%,40%,43,0
75770,93%,88%,42%,0%,0%,48%,7,0
75771,93%,88%,43%,0%,0%,57%,39,0
75772,92%,86%,57%,0%,0%,45%,11,0
75773,58%,63%,48%,0%,0%,50%,37,0
75774,75%,79%,46%,0%,0%,57%,42,0
75775,92%,86%,46%,0%,0%,41%,15,0
75776,83%,88%,44%,0%,0%,53%,15,0
75777,79%,81%,56%,0%,0%,57%,26,0
75778,77%,75%,56%,0%,0%,43%,22,0
75779,71%,75%,56%,0%,0%,43%,14,0
75780,61%,63%,40%,0%,0%,33%,27,0
75781,90%,88%,45%,0%,0%,56%,21,0
75782,95%,88%,54%,0%,0%,56%,29,0
75783,65%,81%,52%,0%,0%,53%,41,0
75784,97%,94%,56%,0%,0%,63%,17,0
75785,66%,81%,43%,0%,0%,54%,22,0
75786,66%,65%,38%,0%,0%,51%,41,0
75787,91%,80%,33%,0%,0%,45%,5,0
75788,91%,80%,46%,0%,0%,45%,5,0
75789,89%,88%,61%,0%,0%,56%,16,0
75790,60%,61%,56%,0%,0%,59%,27,0
75791,65%,69%,53%,0%,0%,48%,38,0
75792,68%,78%,47%,0%,0%,46%,1,0
75793,42%,78%,50%,0%,0%,46%,1,0
75794,45%,78%,53%,0%,0%,46%,1,0
75795,81%,90%,57%,0%,0%,46%,1,0
75796,68%,78%,45%,0%,0%,46%,1,0
75797,70%,78%,54%,0%,0%,46%,1,0
75798,86%,80%,54%,0%,0%,52%,15,0
75799,86%,80%,42%,0%,0%,53%,15,0
75800,85%,79%,58%,0%,0%,50%,15,0
75801,85%,79%,54%,0%,0%,37%,15,0
75802,53%,60%,56%,0%,0%,48%,36,0
75803,88%,89%,46%,0%,0%,67%,40,0
75804,88%,89%,56%,0%,0%,44%,35,0
75805,88%,89%,47%,0%,0%,48%,35,0
75806,88%,89%,56%,0%,0%,67%,28,0
75807,92%,94%,56%,0%,0%,43%,33,0
75808,92%,94%,46%,0%,0%,47%,15,0
75809,72%,80%,56%,0%,0%,48%,39,0
75810,77%,78%,45%,0%,0%,55%,45,0
75811,92%,89%,45%,0%,0%,50%,33,0
75812,81%,83%,45%,0%,0%,50%,31,0
75813,64%,69%,43%,0%,0%,31%,45,0
75814,53%,61%,45%,0%,0%,28%,33,0
75815,56%,63%,37%,0%,0%,54%,38,0
75816,53%,56%,43%,0%,0%,46%,43,0
75817,64%,69%,51%,0%,0%,38%,37,0
75818,53%,61%,49%,0%,0%,34%,30,0
75819,56%,67%,47%,0%,0%,49%,34,0
75820,74%,88%,48%,0%,0%,51%,15,0
75821,80%,75%,43%,0%,0%,28%,44,0
75822,69%,78%,52%,0%,0%,4%,33,0
75823,81%,88%,37%,0%,0%,47%,27,0
75824,85%,94%,48%,0%,0%,60%,6,0
75825,65%,70%,44%,0%,0%,53%,27,0
75826,78%,88%,38%,0%,0%,43%,32,0
75827,66%,78%,43%,0%,0%,44%,26,0
75828,59%,69%,38%,0%,0%,39%,35,0
75829,74%,94%,41%,0%,0%,36%,19,0
75830,60%,63%,43%,0%,0%,44%,37,0
75831,59%,69%,0%,0%,0%,43%,31,0
75832,64%,69%,38%,0%,0%,84%,18,0
75833,75%,78%,54%,0%,0%,48%,29,0
75834,88%,88%,54%,0%,0%,55%,16,0
75835,77%,83%,45%,0%,0%,46%,20,0
75836,88%,88%,49%,0%,0%,67%,25,0
75837,88%,88%,45%,0%,0%,50%,30,0
75838,88%,88%,49%,0%,0%,55%,35,0
75839,84%,81%,45%,0%,0%,46%,14,0
75840,62%,61%,47%,0%,0%,52%,29,0
75841,89%,94%,58%,0%,0%,57%,22,0
75842,72%,80%,47%,0%,0%,57%,34,0
75843,59%,61%,47%,0%,0%,44%,5,0
75844,66%,67%,39%,0%,0%,44%,26,0
75845,76%,83%,57%,0%,0%,50%,37,0
75846,86%,80%,0%,0%,0%,47%,38,0
75847,76%,81%,51%,0%,0%,55%,29,0
75848,85%,79%,52%,0%,0%,47%,42,0
75849,85%,79%,41%,0%,0%,46%,39,0
75850,72%,75%,47%,0%,0%,100%,10,0
75851,90%,86%,42%,0%,0%,50%,25,0
75852,18%,25%,52%,0%,0%,44%,38,0
75853,90%,86%,52%,0%,0%,63%,27,0
75854,72%,94%,42%,0%,0%,62%,32,0
75855,71%,83%,52%,0%,0%,64%,32,0
75856,78%,88%,52%,0%,0%,50%,21,0
75857,72%,88%,44%,0%,0%,78%,3,0
75858,74%,75%,52%,0%,0%,53%,45,0
75859,71%,88%,51%,0%,0%,52%,33,0
75860,71%,63%,50%,0%,0%,47%,45,0
75861,71%,83%,42%,0%,0%,53%,32,0
75862,76%,89%,51%,0%,0%,57%,,0
75863,94%,89%,46%,0%,0%,50%,14,0
75864,58%,53%,48%,0%,0%,58%,23,0
75865,58%,53%,48%,0%,0%,56%,26,0
75866,58%,59%,57%,0%,0%,53%,14,0
75867,58%,59%,44%,0%,0%,45%,21,0
75868,58%,60%,53%,0%,0%,58%,26,0
75869,82%,81%,52%,0%,0%,50%,31,0
75870,59%,63%,52%,0%,0%,50%,35,0
75871,67%,88%,50%,0%,0%,46%,38,0
75872,82%,64%,49%,0%,0%,44%,15,0
75873,54%,43%,56%,0%,0%,44%,25,0
75874,65%,58%,55%,0%,0%,44%,37,0
75875,90%,69%,52%,0%,0%,44%,39,0
75876,81%,75%,54%,0%,0%,44%,12,0
75877,65%,63%,48%,0%,0%,39%,33,0
75878,87%,89%,49%,0%,0%,39%,41,0
75879,59%,61%,56%,0%,0%,39%,30,0
75880,62%,69%,48%,0%,0%,55%,44,0
75881,59%,63%,57%,0%,0%,39%,12,0
75882,87%,89%,37%,0%,0%,39%,41,0
75883,94%,94%,48%,0%,0%,39%,39,0
75884,86%,78%,44%,0%,0%,56%,29,0
75885,86%,88%,45%,0%,0%,44%,7,0
75886,86%,88%,47%,0%,0%,55%,34,0
75887,78%,81%,45%,0%,0%,44%,43,0
75888,86%,88%,45%,0%,0%,56%,35,0
75889,69%,73%,51%,0%,0%,43%,1,0
75890,70%,68%,48%,0%,100%,43%,14,0
75891,94%,87%,36%,0%,0%,43%,21,0
75892,79%,67%,40%,0%,0%,43%,41,0
75893,86%,88%,45%,0%,0%,50%,43,0
75894,84%,89%,45%,0%,0%,48%,6,0
75895,69%,69%,51%,0%,0%,33%,39,0
75896,88%,64%,47%,0%,0%,48%,31,0
75897,51%,63%,37%,0%,0%,44%,26,0
75898,59%,63%,47%,0%,0%,48%,37,0
75899,59%,63%,43%,0%,0%,46%,40,0
75900,88%,88%,43%,0%,0%,53%,44,0
75901,91%,94%,47%,0%,0%,50%,37,0
75902,59%,63%,40%,0%,0%,45%,41,0
75903,73%,63%,51%,0%,0%,45%,10,0
75904,82%,72%,45%,0%,0%,44%,41,0
75905,84%,86%,51%,0%,0%,44%,20,0
75906,79%,93%,45%,0%,0%,36%,34,0
75907,57%,67%,61%,0%,0%,65%,22,0
75908,62%,69%,57%,0%,0%,45%,37,0
75909,76%,75%,59%,0%,0%,55%,26,0
75910,57%,63%,57%,0%,0%,45%,27,0
75911,95%,94%,53%,0%,0%,45%,12,0
75912,84%,83%,63%,0%,0%,45%,12,0
75913,95%,88%,48%,0%,0%,29%,14,0
75914,81%,88%,50%,0%,0%,27%,29,0
75915,72%,88%,52%,0%,0%,50%,25,0
75916,69%,88%,52%,0%,0%,59%,38,0
75917,92%,88%,62%,0%,0%,56%,17,0
75918,92%,88%,33%,0%,0%,46%,11,0
75919,65%,75%,39%,0%,0%,39%,24,0
75920,67%,69%,53%,0%,0%,46%,44,0
75921,63%,69%,49%,0%,0%,53%,33,0
75922,63%,69%,49%,0%,0%,51%,32,0
75923,63%,69%,43%,0%,0%,67%,13,0
75924,62%,63%,44%,0%,0%,65%,32,0
75925,62%,63%,46%,0%,0%,0%,22,0
75926,54%,60%,44%,0%,0%,59%,23,0
75927,59%,63%,46%,0%,0%,46%,19,0
75928,78%,70%,48%,0%,0%,56%,34,0
75929,68%,81%,44%,0%,0%,48%,32,0
75930,75%,88%,38%,0%,0%,61%,15,0
75931,85%,88%,51%,0%,100%,48%,1,0
75932,81%,88%,46%,0%,0%,48%,39,0
75933,81%,88%,47%,0%,0%,31%,29,0
75934,91%,81%,0%,0%,0%,0%,24,0
75935,82%,78%,46%,0%,0%,31%,25,0
75936,86%,87%,50%,0%,0%,48%,5,0
75937,70%,71%,49%,0%,0%,45%,2,0
75938,56%,60%,49%,0%,0%,57%,8,0
75939,86%,81%,53%,0%,0%,56%,35,0
75940,95%,88%,54%,0%,0%,56%,38,0
75941,76%,88%,52%,0%,0%,53%,25,0
75942,74%,78%,52%,0%,0%,0%,5,0
75943,91%,88%,48%,0%,0%,47%,4,0
75944,77%,87%,48%,0%,0%,33%,40,0
75945,78%,82%,48%,0%,0%,33%,1,0
75946,80%,87%,54%,0%,0%,24%,12,0
75947,77%,87%,55%,0%,0%,11%,39,0
75948,83%,88%,62%,0%,0%,55%,16,0
75949,80%,88%,56%,0%,0%,33%,37,0
75950,93%,86%,48%,0%,0%,58%,33,0
75951,100%,100%,71%,0%,100%,86%,11,0
75952,78%,75%,55%,0%,0%,52%,37,0
75953,80%,75%,53%,0%,0%,53%,28,0
75954,64%,64%,45%,0%,0%,47%,33,0
75955,67%,64%,56%,0%,0%,59%,40,0
75956,63%,57%,52%,0%,0%,37%,38,0
